id,nome,metacritic,rating,generos,tags,imagem_url
2454,DOOM (2016),85,4.38,"Action, Shooter","Singleplayer, Multiplayer, Atmospheric, Great Soundtrack, Co-op, cooperative, First-Person, Sci-fi, Partial Controller Support, Horror, FPS, Gore, Difficult, Classic, Zombies, Memes, Fast-Paced, Remake, Blood, Demons",https://media.rawg.io/media/games/587/587588c64afbff80e6f444eb2e46f9da.jpg
11859,Team Fortress 2,92,3.68,"Action, Shooter","Steam Achievements, Multiplayer, steam-trading-cards, Co-op, cooperative, First-Person, Partial Controller Support, FPS, Online Co-Op, Funny, Comedy, Free to Play, Tactical, stats, Steam Workshop, Cross-Platform Multiplayer, Includes level editor, Moddable, In-App Purchases, Captions available, Crafting, Team-Based, Competitive, Valve Anti-Cheat enabled, Robots, Cartoony, Commentary available, Cartoon, Class-Based, Trading",https://media.rawg.io/media/games/46d/46d98e6910fbc0706e2948a7cc9b10c5.jpg
41494,Cyberpunk 2077,73,4.23,"Action, Shooter, RPG","Singleplayer, Atmospheric, Great Soundtrack, RPG, Story Rich, Open World, First-Person, Sci-fi, FPS, Exploration, Sandbox, Violent, Action-Adventure, Action RPG, role-playing, Nudity, Mature, Cinematic, Futuristic, Sexual Content, Cyberpunk, Crime, Robots, 3rd-Person Perspective, Blood, America, Masterpiece, Soundtrack, Hacking, Role Playing Game, immersive, Photorealistic",https://media.rawg.io/media/games/26d/26d4437715bee60138dab4a7c8c59c92.jpg
422,Terraria,81,4.08,"Action, Indie, Platformer","Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, RPG, Co-op, Open World, 2D, Online Co-Op, Exploration, Sandbox, Survival, Online multiplayer, Pixel Graphics, role-playing, Family Friendly, controller support, Replay Value, Crafting, Building, overlay",https://media.rawg.io/media/games/f46/f466571d536f2e3ea9e815ad17177501.jpg
4459,Grand Theft Auto IV,95,4.26,"Action, Adventure","Singleplayer, Multiplayer, Atmospheric, Co-op, Open World, cooperative, Third Person, Partial Controller Support, Funny, Gore, Classic, Sandbox, Third-Person Shooter, Moddable, Crime, Dark Humor, first person mod, Satire, Bowling",https://media.rawg.io/media/games/4a0/4a0a1316102366260e6f38fd2a9cfdce.jpg
10213,Dota 2,90,3.07,"Action, Massively Multiplayer","Multiplayer, steam-trading-cards, RPG, Co-op, cooperative, Online Co-Op, Fantasy, Difficult, Free to Play, Action RPG, Steam Workshop, PvP, In-App Purchases, Character Customization, Replay Value, Team-Based, RTS, Competitive, Valve Anti-Cheat enabled, Tower Defense, MOBA, e-sports, SteamVR Collectibles",https://media.rawg.io/media/games/6fc/6fcf4cd3b17c288821388e6085bb0fc9.jpg
766,Warframe,73,3.41,"Action, Shooter, RPG, Massively Multiplayer","Singleplayer, Multiplayer, steam-trading-cards, RPG, Co-op, cooperative, Third Person, Sci-fi, Partial Controller Support, FPS, Online Co-Op, Free to Play, Third-Person Shooter, Space, role-playing, Hack and Slash, In-App Purchases, Futuristic, Parkour, Cyberpunk, PvE, Ninja, looter shooter",https://media.rawg.io/media/games/f87/f87457e8347484033cb34cde6101d08d.jpg
3272,Rocket League,86,3.93,"Sports, Racing, Indie","Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, steam-trading-cards, Great Soundtrack, Co-op, cooperative, Online Co-Op, Funny, Split Screen, Local Co-Op, Local Multiplayer, stats, Steam Workshop, Cross-Platform Multiplayer, Team-Based, Fast-Paced, Competitive, 4 Player Local, 4 giocatori divano, Football, Soccer, lan party",https://media.rawg.io/media/games/8cc/8cce7c0e99dcc43d66c8efd42f9d03e3.jpg
278,Horizon Zero Dawn,89,4.27,"Action, RPG","Singleplayer, Atmospheric, Great Soundtrack, RPG, Story Rich, Open World, Third Person, Sci-fi, Exploration, Female Protagonist, Stealth, Action RPG, role-playing, exclusive, Post-apocalyptic, Cinematic, Futuristic, Robots, 3rd-Person Perspective, Drama, Lore-Rich, 3rd-person, Experience, open-world, atmosphere",https://media.rawg.io/media/games/b7d/b7d3f1715fa8381a4e780173a197a615.jpg
29028,Metro 2033,79,3.94,"Action, Shooter","Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, Great Soundtrack, Story Rich, First-Person, Sci-fi, Horror, FPS, Survival, Stealth, Dark, Survival Horror, Post-apocalyptic, Linear, 3D Vision, Based On A Novel, Benchmark",https://media.rawg.io/media/games/120/1201a40e4364557b124392ee50317b99.jpg
7689,Rise of the Tomb Raider,86,4.04,Action,"Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, Great Soundtrack, RPG, Story Rich, Open World, Third Person, Exploration, Steam Leaderboards, Female Protagonist, Survival, Stealth, Action-Adventure, Third-Person Shooter, Parkour, Quick-Time Events, Lara Croft",https://media.rawg.io/media/games/b45/b45575f34285f2c4479c9a5f719d972e.jpg
3287,Batman: Arkham Knight,81,4.24,Action,"Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, Story Rich, Open World, Third Person, Horror, Steam Leaderboards, Sandbox, Stealth, Dark, Mature, Beat 'em up, Detective, Comic Book, Superhero, Batman",https://media.rawg.io/media/games/310/3106b0e012271c5ffb16497b070be739.jpg
3192,Metal Gear Solid V: The Phantom Pain,91,4.16,"Action, Shooter","Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, Great Soundtrack, Story Rich, Open World, Third Person, Sci-fi, Steam Leaderboards, Sandbox, Stealth, Tactical, Third-Person Shooter, Dark, Captions available, Replay Value, Cinematic, Heist, Horses",https://media.rawg.io/media/games/490/49016e06ae2103881ff6373248843069.jpg
416,Grand Theft Auto: San Andreas,93,4.5,Action,"Singleplayer, Multiplayer, Atmospheric, Great Soundtrack, Story Rich, Open World, Third Person, Partial Controller Support, Funny, Classic, Sandbox, Comedy, Moddable, Mature, Crime, Driving, first person mod, Remote Play on Tablet, Remote Play on Phone, controversial, karaihb",https://media.rawg.io/media/games/960/960b601d9541cec776c5fa42a00bf6c4.jpg
16944,The Witcher 2: Assassins of Kings Enhanced Edition,88,4.17,RPG,"Singleplayer, Steam Achievements, Steam Cloud, Atmospheric, steam-trading-cards, RPG, Story Rich, Open World, Third Person, Partial Controller Support, Fantasy, Difficult, Steam Leaderboards, Dark, Nudity, Choices Matter, Dark Fantasy, Mature, Medieval, Magic, Multiple Endings, Based On A Novel, Nonlinear",https://media.rawg.io/media/games/6cd/6cd653e0aaef5ff8bbd295bf4bcb12eb.jpg
290856,Apex Legends,80,3.63,"Action, Shooter","Multiplayer, Full controller support, Atmospheric, Co-op, First-Person, Sci-fi, FPS, Online Co-Op, Exploration, Survival, Free to Play, Action-Adventure, Tactical, Dark, PvP, Character Customization, Cinematic, combat, Team-Based, Cyberpunk, Battle Royale, Hero Shooter, lootboxes",https://media.rawg.io/media/games/737/737ea5662211d2e0bbd6f5989189e4f1.jpg
17822,The Witcher: Enhanced Edition Director's Cut,86,4.06,"Action, RPG","Singleplayer, Steam Cloud, Atmospheric, Great Soundtrack, RPG, Story Rich, Open World, Third Person, Fantasy, Classic, Action RPG, Nudity, Choices Matter, Dark Fantasy, Mature, Medieval, Magic, Multiple Endings, Based On A Novel",https://media.rawg.io/media/games/ee3/ee3e10193aafc3230ba1cae426967d10.jpg
9767,Hollow Knight,88,4.4,"Action, Indie, Platformer","Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, Great Soundtrack, Story Rich, Open World, 2D, Exploration, Difficult, Controller, Cute, controller support, Dark Fantasy, Side Scroller, Multiple Endings, Metroidvania, Hand-drawn, Gothic",https://media.rawg.io/media/games/4cf/4cfc6b7f1850590a4634b08bfab308ab.jpg
11973,Middle-earth: Shadow of Mordor,85,3.91,"Action, RPG","Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, RPG, Story Rich, Open World, Third Person, Fantasy, Gore, Sandbox, Stealth, Action RPG, Hack and Slash, Dark Fantasy, Magic, Parkour, Assassin, Lore-Rich, Based On A Novel, steam, category, microtranzations",https://media.rawg.io/media/games/d1a/d1a2e99ade53494c6330a0ed945fe823.jpg
23027,The Walking Dead: Season 1,92,4.36,"Action, Adventure","Singleplayer, Full controller support, Atmospheric, Story Rich, Third Person, Horror, Gore, Survival, Zombies, Point & Click, Post-apocalyptic, Choices Matter, Mature, Visual Novel, Drama, Episodic, Comic Book, Choose Your Own Adventure, Quick-Time Events",https://media.rawg.io/media/games/8d6/8d69eb6c32ed6acfd75f82d532144993.jpg
41,Little Nightmares,81,4.03,"Action, Adventure, Platformer","Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, Great Soundtrack, Story Rich, Third Person, Horror, Female Protagonist, Stealth, Dark, Survival Horror, controller support, Short, achievements, Puzzle-Platformer, 2.5D",https://media.rawg.io/media/games/8a0/8a02f84a5916ede2f923b88d5f8217ba.jpg
19103,Half-Life 2: Lost Coast,0,3.46,Action,"Singleplayer, Multiplayer, Atmospheric, Great Soundtrack, First-Person, Sci-fi, FPS, Classic, Free to Play, Short, Futuristic, Aliens, Dystopian, Commentary available, Illuminati, Silent Protagonist, Benchmark",https://media.rawg.io/media/games/b7b/b7b8381707152afc7d91f5d95de70e39.jpg
4427,BioShock 2,88,4.07,"Action, Shooter","Singleplayer, Steam Achievements, Multiplayer, Full controller support, Atmospheric, Great Soundtrack, RPG, Story Rich, First-Person, Sci-fi, Horror, FPS, Action RPG, Dark, Dystopian, Linear, Steampunk, Underwater, Philisophical",https://media.rawg.io/media/games/157/15742f2f67eacff546738e1ab5c19d20.jpg
18080,Half-Life,96,4.38,"Action, Shooter","Singleplayer, Multiplayer, Atmospheric, Great Soundtrack, Story Rich, First-Person, Sci-fi, FPS, Funny, Difficult, Classic, Retro, Moddable, Aliens, Valve Anti-Cheat enabled, Linear, 1990's, Silent Protagonist, vr mod",https://media.rawg.io/media/games/6c5/6c55e22185876626881b76c11922b073.jpg
19710,Half-Life 2: Episode One,87,4.38,"Action, Shooter","Singleplayer, Steam Achievements, Steam Cloud, Atmospheric, Great Soundtrack, Story Rich, First-Person, Sci-fi, Partial Controller Support, FPS, Classic, stats, Zombies, Moddable, Captions available, Short, Cinematic, Aliens, Dystopian, Commentary available, Episodic, Includes Source SDK, Silent Protagonist",https://media.rawg.io/media/games/7a2/7a2500ee8b2c0e1ff268bb4479463dea.jpg
19709,Half-Life 2: Episode Two,90,4.46,"Action, Shooter, Puzzle","Singleplayer, Steam Achievements, Multiplayer, Steam Cloud, Atmospheric, Great Soundtrack, Story Rich, First-Person, Sci-fi, Partial Controller Support, Horror, FPS, Classic, stats, Zombies, Post-apocalyptic, Captions available, Aliens, Dystopian, Commentary available, Episodic, Includes Source SDK, Silent Protagonist",https://media.rawg.io/media/games/198/1988a337305e008b41d7f536ce9b73f6.jpg
2551,Dark Souls III,89,4.4,"Action, RPG","Singleplayer, Steam Achievements, Multiplayer, Full controller support, Atmospheric, steam-trading-cards, Great Soundtrack, RPG, Co-op, Story Rich, Open World, cooperative, Third Person, Horror, Exploration, Difficult, Action RPG, PvP, Character Customization, Replay Value, Dark Fantasy, Lore-Rich",https://media.rawg.io/media/games/da1/da1b267764d77221f07a4386b6548e5a.jpg
11936,Half-Life 2: Deathmatch,0,3.29,Action,"Multiplayer, Atmospheric, Co-op, cooperative, First-Person, Sci-fi, FPS, Funny, Free to Play, Physics, Competitive, Valve Anti-Cheat enabled, Includes Source SDK",https://media.rawg.io/media/games/ec3/ec3a7db7b8ab5a71aad622fe7c62632f.jpg
654,Stardew Valley,89,4.39,"RPG, Simulation, Indie","Singleplayer, Steam Achievements, Multiplayer, Steam Cloud, Atmospheric, steam-trading-cards, Great Soundtrack, RPG, Co-op, Open World, 2D, Partial Controller Support, Sandbox, Pixel Graphics, Retro, role-playing, Cute, Crafting, Building, overlay, Relaxing, Dating Sim, Shared/Split Screen Co-op, cloud saves, Fishing, Agriculture, co-op multiplayer",https://media.rawg.io/media/games/713/713269608dc8f2f40f5a670a14b2de94.jpg
10754,BioShock Remastered,0,4.24,Shooter,"Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, Great Soundtrack, RPG, Story Rich, First-Person, Sci-fi, Horror, FPS, Classic, Dark, Dystopian, Remake, Steampunk, Commentary available, Alternate History, Underwater",https://media.rawg.io/media/games/be0/be01c3d7d8795a45615da139322ca080.jpg
3612,Hotline Miami,85,4.38,"Action, Shooter, Arcade, Indie","Singleplayer, Steam Achievements, Atmospheric, steam-trading-cards, Great Soundtrack, 2D, Partial Controller Support, Gore, Difficult, Violent, Pixel Graphics, Retro, controller support, Fast-Paced, Top-Down, overlay, Surreal, Music, 1980s, Top-Down Shooter, Psychedelic",https://media.rawg.io/media/games/9fa/9fa63622543e5d4f6d99aa9d73b043de.jpg
4252,Mirror's Edge,81,4.07,Action,"Singleplayer, Full controller support, Atmospheric, Great Soundtrack, First-Person, Sci-fi, Partial Controller Support, Classic, Female Protagonist, Short, Colorful, Futuristic, Parkour, Dystopian, Stylized, Time Attack, european",https://media.rawg.io/media/games/8e4/8e4de3f54ac659e08a7ba6a2b731682a.jpg
10035,Hitman,83,3.93,"Action, Shooter, Simulation","Singleplayer, Full controller support, Atmospheric, Great Soundtrack, Story Rich, Open World, Third Person, Sandbox, Stealth, Tactical, Third-Person Shooter, Nudity, Crime, Assassin, Episodic, Illuminati, Heist",https://media.rawg.io/media/games/16b/16b1b7b36e2042d1128d5a3e852b3b2f.jpg
3790,Outlast,80,3.76,"Action, Indie","Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, First-Person, Sci-fi, Horror, FPS, Gore, Difficult, Survival, Stealth, Dark, Nudity, Survival Horror, Captions available, controller support, Walking Simulator, Parkour, 3D Vision",https://media.rawg.io/media/games/9dd/9ddabb34840ea9227556670606cf8ea3.jpg
4161,Far Cry 3,88,4.26,"Action, Shooter","Singleplayer, Multiplayer, Atmospheric, RPG, Co-op, Story Rich, Open World, cooperative, First-Person, Partial Controller Support, FPS, Online Co-Op, Sandbox, Survival, Stealth, Nudity, Colorful, Crafting, Hunting",https://media.rawg.io/media/games/15c/15c95a4915f88a3e89c821526afe05fc.jpg
1447,Deus Ex: Mankind Divided,83,3.96,"Action, RPG","Singleplayer, Full controller support, Atmospheric, Great Soundtrack, RPG, Story Rich, Open World, First-Person, Third Person, Sci-fi, FPS, Stealth, Futuristic, Cyberpunk, Dystopian, Illuminati, Conspiracy, Transhumanism",https://media.rawg.io/media/games/00d/00d374f12a3ab5f96c500a2cfa901e15.jpg
10142,PlayerUnknown’s Battlegrounds,81,3.28,"Action, Shooter, Massively Multiplayer","Multiplayer, Co-op, Open World, cooperative, First-Person, FPS, Online Co-Op, Survival, Violent, Online multiplayer, Tactical, Third-Person Shooter, PvP, Battle Royale",https://media.rawg.io/media/games/1bd/1bd2657b81eb0c99338120ad444b24ff.jpg
10533,Path of Exile,86,3.65,"Action, RPG, Massively Multiplayer, Indie","Singleplayer, Steam Achievements, Multiplayer, steam-trading-cards, RPG, Co-op, cooperative, Online Co-Op, Fantasy, Free to Play, Online multiplayer, Action RPG, Hack and Slash, In-App Purchases, Character Customization, Dark Fantasy, mmo, Dungeon Crawler, MMORPG, PvE, Loot, Inventory Management, Fishing",https://media.rawg.io/media/games/d0f/d0f91fe1d92332147e5db74e207cfc7a.jpg
58134,Marvel's Spider-Man,87,4.45,Action,"Singleplayer, Atmospheric, Open World, Exploration, Action-Adventure, exclusive, Cinematic, Beat 'em up, true exclusive, 3rd-Person Perspective, Comic Book, America, Superhero, new york",https://media.rawg.io/media/games/9aa/9aa42d16d425fa6f179fc9dc2f763647.jpg
19487,Alan Wake,83,4.09,"Action, Shooter, Adventure","Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, Great Soundtrack, Story Rich, Open World, Third Person, Horror, Survival, Third-Person Shooter, Dark, Survival Horror, controller support, Mystery, Cinematic, Episodic, Narration, Supernatural, Thriller, psycholoical-horror, enviroment",https://media.rawg.io/media/games/5c0/5c0dd63002cb23f804aab327d40ef119.jpg
29177,Detroit: Become Human,79,4.34,"Action, Adventure","Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, Great Soundtrack, Story Rich, Third Person, Sci-fi, Exploration, Female Protagonist, Violent, Action-Adventure, exclusive, Replay Value, Choices Matter, Cinematic, Futuristic, Multiple Endings, Cyberpunk, Robots, 3rd-Person Perspective, Detective, Drama, Narration, America, Emotional, Beautiful, Dynamic Narration, Remote Play on TV, european, futurism",https://media.rawg.io/media/games/951/951572a3dd1e42544bd39a5d5b42d234.jpg
3696,Wolfenstein: The New Order,81,4.18,"Action, Shooter","Singleplayer, Steam Achievements, Multiplayer, Atmospheric, Great Soundtrack, Story Rich, First-Person, Sci-fi, Partial Controller Support, Horror, FPS, Gore, Steam Leaderboards, Stealth, War, Historical, Dystopian, Robots, World War II, Alternate History",https://media.rawg.io/media/games/c80/c80bcf321da44d69b18a06c04d942662.jpg
9721,Garry's Mod,0,3.81,"Action, Adventure, Simulation, Casual, Indie","Singleplayer, Steam Achievements, Multiplayer, Steam Cloud, steam-trading-cards, Co-op, First-Person, FPS, Online Co-Op, Funny, Sandbox, Comedy, Steam Workshop, Cross-Platform Multiplayer, Includes level editor, Moddable, Captions available, Physics, Building, Valve Anti-Cheat enabled, vr mod, Mod, Animation & Modeling",https://media.rawg.io/media/games/48c/48cb04ca483be865e3a83119c94e6097.jpg
13668,Amnesia: The Dark Descent,85,3.65,"Action, Adventure, Indie","Singleplayer, Full controller support, Atmospheric, Great Soundtrack, Story Rich, First-Person, Horror, Exploration, Classic, Survival, Stealth, Dark, Moddable, Survival Horror, Captions available, Commentary available, Gothic, Lovecraftian",https://media.rawg.io/media/games/b54/b54598d1d5cc31899f4f0a7e3122a7b0.jpg
4332,Spec Ops: The Line,76,4.1,"Action, Shooter","Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, Atmospheric, Great Soundtrack, Co-op, Story Rich, Third Person, Horror, Steam Leaderboards, Third-Person Shooter, Dark, stats, Cross-Platform Multiplayer, War, Post-apocalyptic, Mature, Military, Psychological, Based On A Novel, Political, european",https://media.rawg.io/media/games/b49/b4912b5dbfc7ed8927b65f05b8507f6c.jpg
11935,Half-Life Deathmatch: Source,0,3.21,Action,"Multiplayer, First-Person, Sci-fi, Horror, FPS, Classic, Valve Anti-Cheat enabled",https://media.rawg.io/media/games/174/174fabfca02d5730531bab2153a7dfcb.jpg
4386,Saints Row: The Third,84,3.95,"Action, Adventure","Singleplayer, Multiplayer, Great Soundtrack, RPG, Co-op, Open World, cooperative, Third Person, Partial Controller Support, Online Co-Op, Funny, Sandbox, Female Protagonist, Comedy, Third-Person Shooter, Zombies, Character Customization, Crime, Satire",https://media.rawg.io/media/games/d69/d69810315bd7e226ea2d21f9156af629.jpg
5563,Fallout: New Vegas,84,4.43,"Action, Shooter, RPG","Singleplayer, Steam Achievements, Atmospheric, RPG, Story Rich, Open World, First-Person, Third Person, Sci-fi, Partial Controller Support, FPS, Exploration, Steam Leaderboards, Sandbox, Survival, Action RPG, Moddable, Character Customization, Post-apocalyptic, Western",https://media.rawg.io/media/games/995/9951d9d55323d08967640f7b9ab3e342.jpg
